a,b,c,d
4.92,107.7,5,0.027624309
4.92,107.8,5,0.027624309
4.92,107.9,5,0.027624309
4.92,108,5,0.027624309
4.92,108.1,4,0.022099448
4.92,108.2,4,0.022099448
4.92,108.3,4,0.022099448
4.92,108.4,4,0.022099448
4.92,108.5,4,0.022099448
4.92,108.6,4,0.022099448
4.92,108.7,4,0.022099448
4.92,108.8,4,0.022099448
4.92,108.9,4,0.022099448
4.92,109,3,0.016574586
4.92,109.1,3,0.016574586
4.92,109.2,3,0.016574586
4.92,109.3,3,0.016574586
4.92,109.4,3,0.016574586
4.92,109.5,2,0.011049724
4.92,109.6,1,0.005524862
4.92,109.7,1,0.005524862
4.92,109.8,2,0.011049724
4.92,109.9,0,0
4.92,110,0,0
4.92,110.1,0,0
4.92,110.2,0,0
4.92,110.3,0,0
4.92,110.4,0,0
4.92,110.5,0,0
4.92,110.6,0,0
4.92,110.7,0,0
4.92,110.8,0,0
4.92,110.9,0,0
4.92,111,0,0
4.92,111.1,0,0
4.92,111.2,0,0
4.92,111.3,0,0
4.92,111.4,0,0
4.92,111.5,0,0
4.92,111.6,0,0
4.92,111.7,0,0
4.92,111.8,0,0
4.92,111.9,0,0
4.92,112,0,0
4.92,112.1,0,0
4.92,112.2,0,0
4.92,112.3,0,0
4.92,112.4,0,0
4.92,112.5,0,0
4.92,112.6,0,0
4.92,112.7,0,0
4.92,112.8,0,0
4.92,112.9,0,0
4.92,113,0,0
4.92,113.1,0,0
4.92,113.2,0,0
4.92,113.3,0,0
4.92,113.4,0,0
4.92,113.5,0,0
4.92,113.6,0,0
4.92,113.7,0,0
4.92,113.8,0,0
4.92,113.9,0,0
4.92,114,0,0
4.92,114.1,0,0
4.92,114.2,0,0
4.92,114.3,0,0
4.92,114.4,0,0
4.92,114.5,0,0
4.92,114.6,0,0
4.92,114.7,0,0
4.92,114.8,0,0
4.92,114.9,0,0
4.92,115,0,0
4.92,115.1,0,0
4.92,115.2,0,0
4.92,115.3,0,0
4.92,115.4,0,0
4.92,115.5,0,0
4.92,115.6,0,0
4.92,115.7,0,0
4.92,115.8,0,0
4.92,115.9,0,0
4.92,116,0,0
4.92,116.1,0,0
4.92,116.2,0,0
4.92,116.3,0,0
4.92,116.4,0,0
4.92,116.5,0,0
4.92,116.6,0,0
4.92,116.7,0,0
4.92,116.8,0,0
4.92,116.9,0,0
4.92,117,0,0
4.92,117.1,0,0
4.92,117.2,0,0
4.92,117.3,0,0
4.92,117.4,0,0
4.92,117.5,0,0
4.92,117.6,0,0
4.92,117.7,0,0
4.92,117.8,0,0
4.92,117.9,0,0
4.92,118,0,0
4.92,118.1,0,0
4.92,118.2,0,0
4.92,118.3,0,0
4.92,118.4,0,0
4.92,118.5,0,0
4.92,118.6,0,0
4.92,118.7,0,0
4.92,118.8,0,0
4.92,118.9,0,0
4.92,119,0,0
4.92,119.1,0,0
4.92,119.2,0,0
4.92,119.3,0,0
4.92,119.4,0,0
4.92,119.5,0,0
4.92,119.6,0,0
4.92,119.7,0,0
4.92,119.8,0,0
4.92,119.9,0,0
4.92,120,0,0
4.92,120.1,0,0
4.92,120.2,0,0
4.92,120.3,0,0
4.92,120.4,0,0
4.92,120.5,0,0
4.92,120.6,0,0
4.92,120.7,0,0
4.92,120.8,0,0
4.92,120.9,0,0
4.92,121,0,0
4.92,121.1,0,0
4.92,121.2,0,0
4.92,121.3,0,0
4.92,121.4,0,0
4.92,121.5,0,0
4.92,121.6,0,0
4.92,121.7,0,0
4.92,121.8,0,0
4.92,121.9,0,0
4.92,122,0,0
4.92,122.1,0,0
4.92,122.2,0,0
4.92,122.3,0,0
4.92,122.4,0,0
4.92,122.5,0,0
4.92,122.6,0,0
4.92,122.7,0,0
4.92,122.8,0,0
4.92,122.9,0,0
4.92,123,0,0
4.92,123.1,0,0
4.92,123.2,0,0
4.92,123.3,0,0
4.92,123.4,0,0
4.92,123.5,0,0
4.92,123.6,0,0
4.92,123.7,0,0
4.92,123.8,0,0
4.92,123.9,0,0
4.92,124,0,0
4.92,124.1,0,0
4.92,124.2,0,0
4.92,124.3,0,0
4.92,124.4,0,0
4.92,124.5,0,0
4.92,124.6,0,0
4.92,124.7,0,0
4.92,124.8,0,0
4.92,124.9,0,0
4.92,125,0,0
4.92,125.1,0,0
4.92,125.2,0,0
4.92,125.3,0,0
4.92,125.4,0,0
4.92,125.5,0,0
4.92,125.6,0,0
4.92,125.7,0,0
4.92,125.8,0,0
4.92,125.9,0,0
4.92,126,0,0
4.92,126.1,0,0
4.92,126.2,0,0
4.92,126.3,0,0
4.92,126.4,0,0
4.92,126.5,0,0
4.92,126.6,0,0
4.92,126.7,0,0
4.92,126.8,0,0
4.92,126.9,0,0
4.92,127,0,0
4.92,127.1,0,0
4.92,127.2,0,0
4.92,127.3,0,0
4.92,127.4,0,0
4.92,127.5,0,0
4.92,127.6,0,0
4.92,127.7,0,0
4.92,127.8,0,0
4.92,127.9,0,0
4.92,128,0,0
4.92,128.1,0,0
4.92,128.2,0,0
4.92,128.3,0,0
4.92,128.4,0,0
4.92,128.5,0,0
4.92,128.6,0,0
4.92,128.7,0,0
4.92,128.8,0,0
4.92,128.9,0,0
4.92,129,0,0
4.92,129.1,0,0
4.92,129.2,0,0
4.92,129.3,0,0
4.92,129.4,0,0
4.92,129.5,0,0
4.92,129.6,0,0
4.92,129.7,0,0
4.92,129.8,0,0
4.92,129.9,0,0
4.92,130,0,0
4.92,130.1,0,0
4.92,130.2,0,0
4.92,130.3,0,0
4.92,130.4,0,0
4.92,130.5,0,0
4.92,130.6,0,0
4.92,130.7,0,0
4.92,130.8,0,0
4.92,130.9,0,0
4.92,131,0,0
4.92,131.1,0,0
4.92,131.2,0,0
4.92,131.3,0,0
4.92,131.4,0,0
4.92,131.5,0,0
4.92,131.6,0,0
4.92,131.7,0,0
4.92,131.8,0,0
4.92,131.9,0,0
4.92,132,0,0
4.92,132.1,0,0
4.92,132.2,0,0
4.92,132.3,0,0
4.92,132.4,0,0
4.92,132.5,0,0
4.92,132.6,0,0
4.92,132.7,0,0
4.92,132.8,0,0
4.92,132.9,0,0
4.92,133,0,0
4.92,133.1,0,0
4.92,133.2,0,0
4.92,133.3,0,0
4.92,133.4,0,0
4.92,133.5,0,0
4.92,133.6,0,0
4.92,133.7,0,0
4.92,133.8,0,0
4.92,133.9,0,0
4.92,134,0,0
4.92,134.1,0,0
4.92,134.2,0,0
4.92,134.3,0,0
4.92,134.4,0,0
4.92,134.5,0,0
4.92,134.6,0,0
4.92,134.7,0,0
4.92,134.8,0,0
4.92,134.9,0,0
4.92,135,0,0
4.92,135.1,0,0
4.92,135.2,0,0
4.92,135.3,0,0
4.92,135.4,0,0
4.92,135.5,0,0
4.92,135.6,0,0
4.92,135.7,0,0
4.92,135.8,0,0
4.92,135.9,0,0
4.92,136,0,0
4.92,136.1,0,0
4.92,136.2,0,0
4.92,136.3,0,0
4.92,136.4,0,0
4.92,136.5,0,0
4.92,136.6,0,0
4.92,136.7,0,0
4.92,136.8,0,0
4.92,136.9,0,0
4.92,137,0,0
4.92,137.1,0,0
4.92,137.2,0,0
4.92,137.3,0,0
4.92,137.4,0,0
4.92,137.5,0,0
4.92,137.6,0,0
4.92,137.7,0,0
4.92,137.8,0,0
4.92,137.9,0,0
4.92,138,0,0
4.92,138.1,0,0
4.92,138.2,0,0
4.92,138.3,0,0
4.92,138.4,0,0
4.92,138.5,0,0
4.92,138.6,0,0
4.92,138.7,0,0
4.92,138.8,0,0
4.92,138.9,0,0
4.92,139,0,0
4.92,139.1,0,0
4.92,139.2,0,0
4.92,139.3,0,0
4.92,139.4,0,0
4.92,139.5,0,0
4.92,139.6,0,0
4.92,139.7,0,0
4.92,139.8,0,0
4.92,139.9,0,0
4.92,140,0,0
4.92,140.1,0,0
4.92,140.2,0,0
4.92,140.3,0,0
4.92,140.4,0,0
4.92,140.5,0,0
4.92,140.6,0,0
4.92,140.7,0,0
4.92,140.8,0,0
4.92,140.9,0,0
4.92,141,0,0
4.92,141.1,0,0
4.92,141.2,0,0
4.92,141.3,0,0
4.92,141.4,0,0
4.92,141.5,0,0
4.92,141.6,0,0
4.92,141.7,0,0
4.92,141.8,0,0
4.92,141.9,0,0
4.92,142,0,0
4.92,142.1,0,0
4.92,142.2,0,0
4.92,142.3,0,0
4.92,142.4,0,0
4.92,142.5,0,0
4.92,142.6,0,0
4.92,142.7,0,0
4.92,142.8,0,0
4.92,142.9,0,0
4.92,143,0,0
4.92,143.1,0,0
4.92,143.2,0,0
4.92,143.3,0,0
4.92,143.4,0,0
4.92,143.5,0,0
4.92,143.6,0,0
4.92,143.7,0,0
4.92,143.8,0,0
4.92,143.9,0,0
4.92,144,0,0
4.92,144.1,0,0
4.92,144.2,0,0
4.92,144.3,0,0
4.92,144.4,0,0
4.92,144.5,0,0
4.92,144.6,0,0
4.92,144.7,0,0
4.92,144.8,0,0
4.92,144.9,0,0
4.92,145,0,0
4.92,145.1,0,0
4.92,145.2,0,0
4.92,145.3,0,0
4.92,145.4,0,0
4.92,145.5,0,0
4.92,145.6,0,0
4.92,145.7,0,0
4.92,145.8,0,0
4.92,145.9,0,0
4.92,146,0,0
4.92,146.1,0,0
4.92,146.2,0,0
4.92,146.3,0,0
4.92,146.4,0,0
4.92,146.5,0,0
4.92,146.6,0,0
4.92,146.7,0,0
4.92,146.8,0,0
4.92,146.9,0,0
4.92,147,0,0
4.92,147.1,0,0
4.92,147.2,0,0
4.92,147.3,0,0
4.92,147.4,0,0
4.92,147.5,0,0
4.92,147.6,0,0
4.92,147.7,0,0
4.92,147.8,0,0
4.92,147.9,0,0
4.92,148,0,0
4.92,148.1,0,0
4.92,148.2,0,0
4.92,148.3,0,0
4.92,148.4,0,0
4.92,148.5,0,0
4.92,148.6,0,0
4.92,148.7,0,0
4.92,148.8,0,0
4.92,148.9,0,0
4.92,149,0,0
4.92,149.1,0,0
4.92,149.2,0,0
4.92,149.3,0,0
4.92,149.4,0,0
4.92,149.5,0,0
4.92,149.6,0,0
4.92,149.7,0,0
4.92,149.8,0,0
4.92,149.9,0,0
4.92,150,0,0
4.92,150.1,0,0
4.92,150.2,0,0
4.92,150.3,0,0
4.92,150.4,0,0
4.92,150.5,0,0
4.92,150.6,0,0
4.92,150.7,0,0
4.92,150.8,0,0
4.92,150.9,0,0
4.92,151,0,0
4.92,151.1,0,0
4.92,151.2,0,0
4.92,151.3,0,0
4.92,151.4,0,0
4.92,151.5,0,0
4.92,151.6,0,0
4.92,151.7,0,0
4.92,151.8,0,0
4.92,151.9,0,0
4.92,152,0,0
4.92,152.1,0,0
4.92,152.2,0,0
4.92,152.3,0,0
4.92,152.4,0,0
4.92,152.5,0,0
4.92,152.6,0,0
4.92,152.7,0,0
4.92,152.8,0,0
4.92,152.9,0,0
4.92,153,0,0
4.92,153.1,0,0
4.92,153.2,0,0
4.92,153.3,0,0
4.92,153.4,0,0
4.92,153.5,0,0
4.92,153.6,0,0
4.92,153.7,0,0
4.92,153.8,0,0
4.92,153.9,0,0
4.92,154,0,0
4.92,154.1,0,0
4.92,154.2,0,0
4.92,154.3,0,0
4.92,154.4,0,0
4.92,154.5,0,0
4.92,154.6,0,0
4.92,154.7,0,0
4.92,154.8,0,0
4.92,154.9,0,0
4.92,155,0,0
4.92,155.1,0,0
4.92,155.2,0,0
4.92,155.3,0,0
4.92,155.4,0,0
4.92,155.5,0,0
4.92,155.6,0,0
4.92,155.7,0,0
4.92,155.8,0,0
4.92,155.9,0,0
4.92,156,0,0
4.92,156.1,0,0
4.92,156.2,0,0
4.92,156.3,0,0
4.92,156.4,0,0
4.92,156.5,0,0
4.92,156.6,0,0
4.92,156.7,0,0
4.92,156.8,0,0
4.92,156.9,0,0
4.92,157,0,0
4.92,157.1,0,0
4.92,157.2,0,0
4.92,157.3,0,0
4.92,157.4,0,0
4.92,157.5,0,0
4.92,157.6,0,0
4.92,157.7,0,0
4.92,157.8,0,0
4.92,157.9,0,0
4.92,158,0,0
4.92,158.1,0,0
4.92,158.2,0,0
4.92,158.3,0,0
4.92,158.4,0,0
4.92,158.5,0,0
4.92,158.6,0,0
4.92,158.7,0,0
4.92,158.8,0,0
4.92,158.9,0,0
4.92,159,0,0
4.92,159.1,0,0
4.92,159.2,0,0
4.92,159.3,0,0
4.92,159.4,0,0
4.92,159.5,0,0
4.92,159.6,0,0
4.92,159.7,0,0
4.92,159.8,0,0
4.92,159.9,0,0
4.92,160,0,0
4.92,160.1,0,0
4.92,160.2,0,0
4.92,160.3,0,0
4.92,160.4,0,0
4.92,160.5,0,0
4.92,160.6,0,0
4.92,160.7,0,0
4.92,160.8,0,0
4.92,160.9,0,0
4.92,161,0,0
4.92,161.1,0,0
4.92,161.2,0,0
4.92,161.3,0,0
4.92,161.4,0,0
4.92,161.5,0,0
4.92,161.6,0,0
4.92,161.7,0,0
4.92,161.8,0,0
4.92,161.9,0,0
4.92,162,0,0
4.92,162.1,0,0
4.92,162.2,0,0
4.92,162.3,0,0
4.92,162.4,0,0
4.92,162.5,0,0
4.92,162.6,0,0
4.92,162.7,0,0
4.92,162.8,0,0
4.92,162.9,0,0
4.92,163,0,0
4.92,163.1,0,0
4.92,163.2,0,0
4.92,163.3,0,0
4.92,163.4,0,0
4.92,163.5,0,0
4.92,163.6,0,0
4.92,163.7,0,0
4.92,163.8,0,0
4.92,163.9,0,0
4.92,164,0,0
4.92,164.1,0,0
4.92,164.2,0,0
4.92,164.3,0,0
4.92,164.4,0,0
4.92,164.5,0,0
4.92,164.6,0,0
4.92,164.7,0,0
4.92,164.8,0,0
4.92,164.9,0,0
4.92,165,0,0
4.92,165.1,0,0
4.92,165.2,0,0
4.92,165.3,0,0
4.92,165.4,0,0
4.92,165.5,0,0
4.92,165.6,0,0
4.92,165.7,0,0
4.92,165.8,0,0
4.92,165.9,0,0
4.92,166,0,0
4.92,166.1,0,0
4.92,166.2,0,0
4.92,166.3,0,0
4.92,166.4,0,0
4.92,166.5,0,0
4.92,166.6,0,0
4.92,166.7,0,0
4.92,166.8,0,0
4.92,166.9,0,0
4.92,167,0,0
4.92,167.1,0,0
4.92,167.2,0,0
4.92,167.3,0,0
4.92,167.4,0,0
4.92,167.5,0,0
4.92,167.6,0,0
4.92,167.7,0,0
4.92,167.8,0,0
4.92,167.9,0,0
4.92,168,0,0
4.92,168.1,0,0
4.92,168.2,0,0
4.92,168.3,0,0
4.92,168.4,0,0
4.92,168.5,0,0
4.92,168.6,0,0
4.92,168.7,0,0
4.92,168.8,0,0
4.92,168.9,0,0
4.92,169,0,0
4.92,169.1,0,0
4.92,169.2,0,0
4.92,169.3,0,0
4.92,169.4,0,0
4.92,169.5,0,0
4.92,169.6,0,0
4.92,169.7,0,0
4.92,169.8,0,0
4.92,169.9,0,0
4.92,170,0,0
4.92,170.1,0,0
4.92,170.2,0,0
4.92,170.3,0,0
4.92,170.4,0,0
4.92,170.5,0,0
4.92,170.6,0,0
4.92,170.7,0,0
4.92,170.8,0,0
4.92,170.9,0,0
4.92,171,0,0
4.92,171.1,0,0
4.92,171.2,0,0
4.92,171.3,0,0
4.92,171.4,0,0
4.92,171.5,0,0
4.92,171.6,0,0
4.92,171.7,0,0
4.92,171.8,0,0
4.92,171.9,0,0
4.92,172,0,0
4.92,172.1,0,0
4.92,172.2,0,0
4.92,172.3,0,0
4.92,172.4,0,0
4.92,172.5,0,0
4.92,172.6,0,0
4.92,172.7,0,0
4.92,172.8,0,0
4.92,172.9,0,0
4.92,173,0,0
4.92,173.1,0,0
4.92,173.2,0,0
4.92,173.3,0,0
4.92,173.4,0,0
4.92,173.5,0,0
4.92,173.6,0,0
4.92,173.7,0,0
4.92,173.8,0,0
4.92,173.9,0,0
4.92,174,0,0
4.92,174.1,0,0
4.92,174.2,0,0
4.92,174.3,0,0
4.92,174.4,0,0
4.92,174.5,0,0
4.92,174.6,0,0
4.92,174.7,0,0
4.92,174.8,0,0
4.92,174.9,0,0
4.92,175,0,0
4.92,175.1,0,0
4.92,175.2,0,0
4.92,175.3,0,0
4.92,175.4,0,0
4.92,175.5,0,0
4.92,175.6,0,0
4.92,175.7,0,0
4.92,175.8,0,0
4.92,175.9,0,0
4.92,176,0,0
4.92,176.1,0,0
4.92,176.2,0,0
4.92,176.3,0,0
4.92,176.4,0,0
4.92,176.5,0,0
4.92,176.6,0,0
4.92,176.7,0,0
4.92,176.8,0,0
4.92,176.9,0,0
4.92,177,0,0
4.92,177.1,0,0
4.92,177.2,0,0
4.92,177.3,0,0
4.92,177.4,0,0
4.92,177.5,0,0
4.92,177.6,0,0
4.92,177.7,0,0
4.92,177.8,0,0
4.92,177.9,0,0
4.92,178,0,0
4.92,178.1,0,0
4.92,178.2,0,0
4.92,178.3,0,0
4.92,178.4,0,0
4.92,178.5,0,0
4.92,178.6,0,0
4.92,178.7,0,0
4.92,178.8,0,0
4.92,178.9,0,0
4.92,179,0,0
4.92,179.1,0,0
4.92,179.2,0,0
4.92,179.3,0,0
4.92,179.4,0,0
4.92,179.5,0,0
4.92,179.6,0,0
4.92,179.7,0,0
4.92,179.8,0,0
4.92,179.9,0,0
4.92,180,0,0
4.94,0,0,0
4.94,0.1,0,0
4.94,0.2,0,0
4.94,0.3,0,0
4.94,0.4,0,0
4.94,0.5,0,0
4.94,0.6,0,0
4.94,0.7,0,0
4.94,0.8,0,0
4.94,0.9,0,0
4.94,1,0,0
4.94,1.1,0,0
4.94,1.2,0,0
4.94,1.3,0,0
4.94,1.4,0,0
4.94,1.5,0,0
4.94,1.6,0,0
4.94,1.7,0,0
4.94,1.8,0,0
4.94,1.9,0,0
4.94,2,0,0
4.94,2.1,0,0
4.94,2.2,0,0
4.94,2.3,0,0
4.94,2.4,0,0
4.94,2.5,0,0
4.94,2.6,0,0
4.94,2.7,0,0
4.94,2.8,0,0
4.94,2.9,0,0
4.94,3,0,0
4.94,3.1,0,0
4.94,3.2,0,0
4.94,3.3,0,0
4.94,3.4,0,0
4.94,3.5,0,0
4.94,3.6,0,0
4.94,3.7,0,0
4.94,3.8,0,0
4.94,3.9,0,0
4.94,4,0,0
4.94,4.1,0,0
4.94,4.2,0,0
4.94,4.3,0,0
4.94,4.4,0,0
4.94,4.5,0,0
4.94,4.6,0,0
4.94,4.7,0,0
4.94,4.8,0,0
4.94,4.9,0,0
4.94,5,0,0
4.94,5.1,0,0
4.94,5.2,0,0
4.94,5.3,0,0
4.94,5.4,0,0
4.94,5.5,0,0
4.94,5.6,0,0
4.94,5.7,0,0
4.94,5.8,0,0
4.94,5.9,0,0
4.94,6,0,0
4.94,6.1,0,0
4.94,6.2,0,0
4.94,6.3,0,0
4.94,6.4,0,0
4.94,6.5,0,0
4.94,6.6,0,0
4.94,6.7,0,0
4.94,6.8,0,0
4.94,6.9,0,0
4.94,7,0,0
4.94,7.1,0,0
4.94,7.2,0,0
4.94,7.3,0,0
4.94,7.4,0,0
4.94,7.5,0,0
4.94,7.6,0,0
4.94,7.7,0,0
4.94,7.8,0,0
4.94,7.9,0,0
4.94,8,0,0
4.94,8.1,0,0
4.94,8.2,0,0
4.94,8.3,0,0
4.94,8.4,0,0
4.94,8.5,0,0
4.94,8.6,0,0
4.94,8.7,0,0
4.94,8.8,0,0
4.94,8.9,0,0
4.94,9,0,0
4.94,9.1,0,0
4.94,9.2,0,0
4.94,9.3,0,0
4.94,9.4,0,0
4.94,9.5,0,0
4.94,9.6,0,0
4.94,9.7,0,0
4.94,9.8,0,0
4.94,9.9,0,0
4.94,10,0,0
4.94,10.1,0,0
4.94,10.2,0,0
4.94,10.3,0,0
4.94,10.4,0,0
4.94,10.5,0,0
4.94,10.6,0,0
4.94,10.7,0,0
4.94,10.8,0,0
4.94,10.9,0,0
4.94,11,0,0
4.94,11.1,0,0
4.94,11.2,0,0
4.94,11.3,0,0
4.94,11.4,0,0
4.94,11.5,0,0
4.94,11.6,0,0
4.94,11.7,0,0
4.94,11.8,0,0
4.94,11.9,0,0
4.94,12,0,0
4.94,12.1,0,0
4.94,12.2,0,0
4.94,12.3,0,0
4.94,12.4,0,0
4.94,12.5,0,0
4.94,12.6,0,0
4.94,12.7,0,0
4.94,12.8,0,0
4.94,12.9,0,0
4.94,13,0,0
4.94,13.1,0,0
4.94,13.2,0,0
4.94,13.3,0,0
4.94,13.4,0,0
4.94,13.5,40,0.220994475
4.94,13.6,40,0.220994475
4.94,13.7,39,0.215469613
4.94,13.8,40,0.220994475
4.94,13.9,40,0.220994475
4.94,14,40,0.220994475
4.94,14.1,40,0.220994475
4.94,14.2,41,0.226519337
4.94,14.3,40,0.220994475
4.94,14.4,40,0.220994475
4.94,14.5,40,0.220994475
4.94,14.6,41,0.226519337
4.94,14.7,41,0.226519337
4.94,14.8,41,0.226519337
4.94,14.9,40,0.220994475
4.94,15,41,0.226519337
4.94,15.1,41,0.226519337
4.94,15.2,41,0.226519337
4.94,15.3,41,0.226519337
4.94,15.4,42,0.232044199
4.94,15.5,41,0.226519337
4.94,15.6,41,0.226519337
4.94,15.7,41,0.226519337
4.94,15.8,42,0.232044199
4.94,15.9,42,0.232044199
4.94,16,42,0.232044199
4.94,16.1,41,0.226519337
4.94,16.2,42,0.232044199
4.94,16.3,42,0.232044199
4.94,16.4,42,0.232044199
4.94,16.5,42,0.232044199
4.94,16.6,43,0.237569061
4.94,16.7,42,0.232044199
4.94,16.8,42,0.232044199
4.94,16.9,42,0.232044199
4.94,17,43,0.237569061
4.94,17.1,43,0.237569061
4.94,17.2,43,0.237569061
4.94,17.3,42,0.232044199
4.94,17.4,43,0.237569061
4.94,17.5,43,0.237569061
4.94,17.6,43,0.237569061
4.94,17.7,44,0.243093923
4.94,17.8,44,0.243093923
4.94,17.9,43,0.237569061
4.94,18,43,0.237569061
4.94,18.1,44,0.243093923
4.94,18.2,44,0.243093923
4.94,18.3,44,0.243093923
4.94,18.4,44,0.243093923
4.94,18.5,44,0.243093923
4.94,18.6,44,0.243093923
4.94,18.7,44,0.243093923
4.94,18.8,44,0.243093923
4.94,18.9,45,0.248618785
4.94,19,45,0.248618785
4.94,19.1,44,0.243093923
4.94,19.2,44,0.243093923
4.94,19.3,45,0.248618785
4.94,19.4,45,0.248618785
4.94,19.5,45,0.248618785
4.94,19.6,45,0.248618785
4.94,19.7,45,0.248618785
4.94,19.8,45,0.248618785
4.94,19.9,45,0.248618785
4.94,20,46,0.254143646
4.94,20.1,46,0.254143646
4.94,20.2,46,0.254143646
4.94,20.3,45,0.248618785
4.94,20.4,46,0.254143646
4.94,20.5,46,0.254143646
4.94,20.6,46,0.254143646
4.94,20.7,46,0.254143646
4.94,20.8,47,0.259668508
4.94,20.9,46,0.254143646
4.94,21,46,0.254143646
4.94,21.1,46,0.254143646
4.94,21.2,47,0.259668508
4.94,21.3,47,0.259668508
4.94,21.4,47,0.259668508
4.94,21.5,47,0.259668508
4.94,21.6,47,0.259668508
4.94,21.7,47,0.259668508
4.94,21.8,47,0.259668508
4.94,21.9,48,0.26519337
4.94,22,48,0.26519337
4.94,22.1,47,0.259668508
4.94,22.2,47,0.259668508
4.94,22.3,48,0.26519337
4.94,22.4,48,0.26519337
4.94,22.5,48,0.26519337
4.94,22.6,48,0.26519337
4.94,22.7,49,0.270718232
4.94,22.8,48,0.26519337
4.94,22.9,48,0.26519337
4.94,23,49,0.270718232
4.94,23.1,49,0.270718232
4.94,23.2,49,0.270718232
4.94,23.3,49,0.270718232
4.94,23.4,49,0.270718232
4.94,23.5,49,0.270718232
4.94,23.6,49,0.270718232
4.94,23.7,50,0.276243094
4.94,23.8,50,0.276243094
4.94,23.9,50,0.276243094
4.94,24,49,0.270718232
4.94,24.1,50,0.276243094
4.94,24.2,50,0.276243094
4.94,24.3,50,0.276243094
4.94,24.4,51,0.281767956
4.94,24.5,51,0.281767956
4.94,24.6,50,0.276243094
4.94,24.7,50,0.276243094
4.94,24.8,51,0.281767956
4.94,24.9,51,0.281767956
4.94,25,51,0.281767956
4.94,25.1,51,0.281767956
4.94,25.2,51,0.281767956
4.94,25.3,51,0.281767956
4.94,25.4,51,0.281767956
4.94,25.5,52,0.287292818
4.94,25.6,52,0.287292818
4.94,25.7,52,0.287292818
4.94,25.8,52,0.287292818
4.94,25.9,52,0.287292818
4.94,26,52,0.287292818
4.94,26.1,52,0.287292818
4.94,26.2,53,0.29281768
4.94,26.3,53,0.29281768
4.94,26.4,52,0.287292818
4.94,26.5,53,0.29281768
4.94,26.6,53,0.29281768
4.94,26.7,53,0.29281768
4.94,26.8,53,0.29281768
4.94,26.9,54,0.298342541
4.94,27,53,0.29281768
4.94,27.1,53,0.29281768
4.94,27.2,54,0.298342541
4.94,27.3,54,0.298342541
4.94,27.4,54,0.298342541
4.94,27.5,54,0.298342541
4.94,27.6,54,0.298342541
4.94,27.7,54,0.298342541
4.94,27.8,54,0.298342541
4.94,27.9,55,0.303867403
4.94,28,55,0.303867403
4.94,28.1,55,0.303867403
4.94,28.2,55,0.303867403
4.94,28.3,55,0.303867403
4.94,28.4,55,0.303867403
4.94,28.5,56,0.309392265
4.94,28.6,56,0.309392265
4.94,28.7,56,0.309392265
4.94,28.8,56,0.309392265
4.94,28.9,56,0.309392265
4.94,29,56,0.309392265
4.94,29.1,56,0.309392265
4.94,29.2,57,0.314917127
4.94,29.3,57,0.314917127
4.94,29.4,57,0.314917127
4.94,29.5,56,0.309392265
4.94,29.6,57,0.314917127
4.94,29.7,57,0.314917127
4.94,29.8,58,0.320441989
4.94,29.9,58,0.320441989
4.94,30,58,0.320441989
4.94,30.1,57,0.314917127
4.94,30.2,58,0.320441989
4.94,30.3,58,0.320441989
4.94,30.4,58,0.320441989
4.94,30.5,59,0.325966851
4.94,30.6,59,0.325966851
4.94,30.7,58,0.320441989
4.94,30.8,59,0.325966851
4.94,30.9,59,0.325966851
4.94,31,59,0.325966851
4.94,31.1,60,0.331491713
4.94,31.2,60,0.331491713
4.94,31.3,59,0.325966851
4.94,31.4,60,0.331491713
4.94,31.5,60,0.331491713
4.94,31.6,60,0.331491713
4.94,31.7,61,0.337016575
4.94,31.8,61,0.337016575
4.94,31.9,61,0.337016575
4.94,32,61,0.337016575
4.94,32.1,61,0.337016575
4.94,32.2,62,0.342541436
4.94,32.3,62,0.342541436
4.94,32.4,62,0.342541436
4.94,32.5,62,0.342541436
4.94,32.6,62,0.342541436
4.94,32.7,62,0.342541436
4.94,32.8,63,0.348066298
4.94,32.9,63,0.348066298
4.94,33,63,0.348066298
4.94,33.1,63,0.348066298
4.94,33.2,63,0.348066298
4.94,33.3,64,0.35359116
4.94,33.4,64,0.35359116
4.94,33.5,64,0.35359116
4.94,33.6,65,0.359116022
4.94,33.7,66,0.364640884
4.94,33.8,64,0.35359116
4.94,33.9,67,0.370165746
4.94,34,65,0.359116022
4.94,34.1,66,0.364640884
4.94,34.2,66,0.364640884
4.94,34.3,67,0.370165746
4.94,34.4,66,0.364640884
4.94,34.5,66,0.364640884
4.94,34.6,67,0.370165746
4.94,34.7,67,0.370165746
4.94,34.8,68,0.375690608
4.94,34.9,68,0.375690608
4.94,35,67,0.370165746
4.94,35.1,68,0.375690608
4.94,35.2,68,0.375690608
4.94,35.3,68,0.375690608
4.94,35.4,68,0.375690608
4.94,35.5,69,0.38121547
4.94,35.6,68,0.375690608
4.94,35.7,68,0.375690608
4.94,35.8,68,0.375690608
4.94,35.9,68,0.375690608
4.94,36,68,0.375690608
4.94,36.1,69,0.38121547
4.94,36.2,69,0.38121547
4.94,36.3,68,0.375690608
4.94,36.4,68,0.375690608
4.94,36.5,68,0.375690608
4.94,36.6,69,0.38121547
4.94,36.7,69,0.38121547
4.94,36.8,69,0.38121547
4.94,36.9,68,0.375690608
4.94,37,68,0.375690608
4.94,37.1,68,0.375690608
4.94,37.2,69,0.38121547
