a,b,c,d
3.72,81.8,0,0
3.72,81.9,0,0
3.72,82,0,0
3.72,82.1,0,0
3.72,82.2,0,0
3.72,82.3,0,0
3.72,82.4,0,0
3.72,82.5,0,0
3.72,82.6,0,0
3.72,82.7,0,0
3.72,82.8,0,0
3.72,82.9,0,0
3.72,83,0,0
3.72,83.1,0,0
3.72,83.2,0,0
3.72,83.3,0,0
3.72,83.4,0,0
3.72,83.5,0,0
3.72,83.6,0,0
3.72,83.7,0,0
3.72,83.8,0,0
3.72,83.9,0,0
3.72,84,0,0
3.72,84.1,0,0
3.72,84.2,0,0
3.72,84.3,0,0
3.72,84.4,0,0
3.72,84.5,0,0
3.72,84.6,0,0
3.72,84.7,0,0
3.72,84.8,0,0
3.72,84.9,0,0
3.72,85,0,0
3.72,85.1,0,0
3.72,85.2,0,0
3.72,85.3,0,0
3.72,85.4,0,0
3.72,85.5,0,0
3.72,85.6,0,0
3.72,85.7,0,0
3.72,85.8,0,0
3.72,85.9,0,0
3.72,86,0,0
3.72,86.1,0,0
3.72,86.2,0,0
3.72,86.3,0,0
3.72,86.4,0,0
3.72,86.5,0,0
3.72,86.6,0,0
3.72,86.7,0,0
3.72,86.8,0,0
3.72,86.9,0,0
3.72,87,0,0
3.72,87.1,0,0
3.72,87.2,0,0
3.72,87.3,0,0
3.72,87.4,0,0
3.72,87.5,0,0
3.72,87.6,0,0
3.72,87.7,0,0
3.72,87.8,0,0
3.72,87.9,0,0
3.72,88,0,0
3.72,88.1,0,0
3.72,88.2,0,0
3.72,88.3,0,0
3.72,88.4,0,0
3.72,88.5,0,0
3.72,88.6,0,0
3.72,88.7,0,0
3.72,88.8,0,0
3.72,88.9,0,0
3.72,89,0,0
3.72,89.1,0,0
3.72,89.2,0,0
3.72,89.3,0,0
3.72,89.4,0,0
3.72,89.5,0,0
3.72,89.6,0,0
3.72,89.7,0,0
3.72,89.8,0,0
3.72,89.9,0,0
3.72,90,0,0
3.72,90.1,0,0
3.72,90.2,0,0
3.72,90.3,0,0
3.72,90.4,0,0
3.72,90.5,0,0
3.72,90.6,0,0
3.72,90.7,0,0
3.72,90.8,0,0
3.72,90.9,0,0
3.72,91,0,0
3.72,91.1,0,0
3.72,91.2,0,0
3.72,91.3,0,0
3.72,91.4,0,0
3.72,91.5,0,0
3.72,91.6,0,0
3.72,91.7,0,0
3.72,91.8,0,0
3.72,91.9,0,0
3.72,92,0,0
3.72,92.1,0,0
3.72,92.2,0,0
3.72,92.3,0,0
3.72,92.4,0,0
3.72,92.5,0,0
3.72,92.6,0,0
3.72,92.7,0,0
3.72,92.8,0,0
3.72,92.9,0,0
3.72,93,0,0
3.72,93.1,0,0
3.72,93.2,0,0
3.72,93.3,0,0
3.72,93.4,0,0
3.72,93.5,0,0
3.72,93.6,0,0
3.72,93.7,0,0
3.72,93.8,0,0
3.72,93.9,0,0
3.72,94,0,0
3.72,94.1,0,0
3.72,94.2,0,0
3.72,94.3,0,0
3.72,94.4,0,0
3.72,94.5,0,0
3.72,94.6,0,0
3.72,94.7,0,0
3.72,94.8,0,0
3.72,94.9,0,0
3.72,95,0,0
3.72,95.1,0,0
3.72,95.2,0,0
3.72,95.3,0,0
3.72,95.4,0,0
3.72,95.5,0,0
3.72,95.6,0,0
3.72,95.7,0,0
3.72,95.8,0,0
3.72,95.9,0,0
3.72,96,0,0
3.72,96.1,0,0
3.72,96.2,0,0
3.72,96.3,0,0
3.72,96.4,0,0
3.72,96.5,0,0
3.72,96.6,0,0
3.72,96.7,0,0
3.72,96.8,0,0
3.72,96.9,0,0
3.72,97,0,0
3.72,97.1,0,0
3.72,97.2,0,0
3.72,97.3,0,0
3.72,97.4,0,0
3.72,97.5,0,0
3.72,97.6,0,0
3.72,97.7,0,0
3.72,97.8,0,0
3.72,97.9,0,0
3.72,98,0,0
3.72,98.1,0,0
3.72,98.2,0,0
3.72,98.3,0,0
3.72,98.4,0,0
3.72,98.5,0,0
3.72,98.6,0,0
3.72,98.7,0,0
3.72,98.8,0,0
3.72,98.9,0,0
3.72,99,0,0
3.72,99.1,0,0
3.72,99.2,0,0
3.72,99.3,0,0
3.72,99.4,0,0
3.72,99.5,0,0
3.72,99.6,0,0
3.72,99.7,0,0
3.72,99.8,0,0
3.72,99.9,0,0
3.72,100,0,0
3.72,100.1,0,0
3.72,100.2,0,0
3.72,100.3,0,0
3.72,100.4,0,0
3.72,100.5,0,0
3.72,100.6,0,0
3.72,100.7,0,0
3.72,100.8,0,0
3.72,100.9,0,0
3.72,101,0,0
3.72,101.1,0,0
3.72,101.2,0,0
3.72,101.3,0,0
3.72,101.4,0,0
3.72,101.5,0,0
3.72,101.6,0,0
3.72,101.7,0,0
3.72,101.8,0,0
3.72,101.9,0,0
3.72,102,0,0
3.72,102.1,0,0
3.72,102.2,0,0
3.72,102.3,0,0
3.72,102.4,0,0
3.72,102.5,0,0
3.72,102.6,0,0
3.72,102.7,0,0
3.72,102.8,0,0
3.72,102.9,0,0
3.72,103,0,0
3.72,103.1,0,0
3.72,103.2,0,0
3.72,103.3,0,0
3.72,103.4,0,0
3.72,103.5,0,0
3.72,103.6,0,0
3.72,103.7,0,0
3.72,103.8,0,0
3.72,103.9,0,0
3.72,104,0,0
3.72,104.1,0,0
3.72,104.2,0,0
3.72,104.3,0,0
3.72,104.4,0,0
3.72,104.5,0,0
3.72,104.6,0,0
3.72,104.7,0,0
3.72,104.8,0,0
3.72,104.9,0,0
3.72,105,0,0
3.72,105.1,0,0
3.72,105.2,0,0
3.72,105.3,0,0
3.72,105.4,0,0
3.72,105.5,0,0
3.72,105.6,0,0
3.72,105.7,0,0
3.72,105.8,0,0
3.72,105.9,0,0
3.72,106,0,0
3.72,106.1,0,0
3.72,106.2,0,0
3.72,106.3,0,0
3.72,106.4,0,0
3.72,106.5,0,0
3.72,106.6,0,0
3.72,106.7,0,0
3.72,106.8,0,0
3.72,106.9,0,0
3.72,107,0,0
3.72,107.1,0,0
3.72,107.2,0,0
3.72,107.3,0,0
3.72,107.4,0,0
3.72,107.5,0,0
3.72,107.6,0,0
3.72,107.7,0,0
3.72,107.8,0,0
3.72,107.9,0,0
3.72,108,0,0
3.72,108.1,0,0
3.72,108.2,0,0
3.72,108.3,0,0
3.72,108.4,0,0
3.72,108.5,0,0
3.72,108.6,0,0
3.72,108.7,0,0
3.72,108.8,0,0
3.72,108.9,0,0
3.72,109,0,0
3.72,109.1,0,0
3.72,109.2,0,0
3.72,109.3,0,0
3.72,109.4,0,0
3.72,109.5,0,0
3.72,109.6,0,0
3.72,109.7,0,0
3.72,109.8,0,0
3.72,109.9,0,0
3.72,110,0,0
3.72,110.1,0,0
3.72,110.2,0,0
3.72,110.3,0,0
3.72,110.4,0,0
3.72,110.5,0,0
3.72,110.6,0,0
3.72,110.7,0,0
3.72,110.8,0,0
3.72,110.9,0,0
3.72,111,0,0
3.72,111.1,0,0
3.72,111.2,0,0
3.72,111.3,0,0
3.72,111.4,0,0
3.72,111.5,0,0
3.72,111.6,0,0
3.72,111.7,0,0
3.72,111.8,0,0
3.72,111.9,0,0
3.72,112,0,0
3.72,112.1,0,0
3.72,112.2,0,0
3.72,112.3,0,0
3.72,112.4,0,0
3.72,112.5,0,0
3.72,112.6,0,0
3.72,112.7,0,0
3.72,112.8,0,0
3.72,112.9,0,0
3.72,113,0,0
3.72,113.1,0,0
3.72,113.2,0,0
3.72,113.3,0,0
3.72,113.4,0,0
3.72,113.5,0,0
3.72,113.6,0,0
3.72,113.7,0,0
3.72,113.8,0,0
3.72,113.9,0,0
3.72,114,0,0
3.72,114.1,0,0
3.72,114.2,0,0
3.72,114.3,0,0
3.72,114.4,0,0
3.72,114.5,0,0
3.72,114.6,0,0
3.72,114.7,0,0
3.72,114.8,0,0
3.72,114.9,0,0
3.72,115,0,0
3.72,115.1,0,0
3.72,115.2,0,0
3.72,115.3,0,0
3.72,115.4,0,0
3.72,115.5,0,0
3.72,115.6,0,0
3.72,115.7,0,0
3.72,115.8,0,0
3.72,115.9,0,0
3.72,116,0,0
3.72,116.1,0,0
3.72,116.2,0,0
3.72,116.3,0,0
3.72,116.4,0,0
3.72,116.5,0,0
3.72,116.6,0,0
3.72,116.7,0,0
3.72,116.8,0,0
3.72,116.9,0,0
3.72,117,0,0
3.72,117.1,0,0
3.72,117.2,0,0
3.72,117.3,0,0
3.72,117.4,0,0
3.72,117.5,0,0
3.72,117.6,0,0
3.72,117.7,0,0
3.72,117.8,0,0
3.72,117.9,0,0
3.72,118,0,0
3.72,118.1,0,0
3.72,118.2,0,0
3.72,118.3,0,0
3.72,118.4,0,0
3.72,118.5,0,0
3.72,118.6,0,0
3.72,118.7,0,0
3.72,118.8,0,0
3.72,118.9,0,0
3.72,119,0,0
3.72,119.1,0,0
3.72,119.2,0,0
3.72,119.3,0,0
3.72,119.4,0,0
3.72,119.5,0,0
3.72,119.6,0,0
3.72,119.7,0,0
3.72,119.8,0,0
3.72,119.9,0,0
3.72,120,0,0
3.72,120.1,0,0
3.72,120.2,0,0
3.72,120.3,0,0
3.72,120.4,0,0
3.72,120.5,0,0
3.72,120.6,0,0
3.72,120.7,0,0
3.72,120.8,0,0
3.72,120.9,0,0
3.72,121,0,0
3.72,121.1,0,0
3.72,121.2,0,0
3.72,121.3,0,0
3.72,121.4,0,0
3.72,121.5,0,0
3.72,121.6,0,0
3.72,121.7,0,0
3.72,121.8,0,0
3.72,121.9,0,0
3.72,122,0,0
3.72,122.1,0,0
3.72,122.2,0,0
3.72,122.3,0,0
3.72,122.4,0,0
3.72,122.5,0,0
3.72,122.6,0,0
3.72,122.7,0,0
3.72,122.8,0,0
3.72,122.9,0,0
3.72,123,0,0
3.72,123.1,0,0
3.72,123.2,0,0
3.72,123.3,0,0
3.72,123.4,0,0
3.72,123.5,0,0
3.72,123.6,0,0
3.72,123.7,0,0
3.72,123.8,0,0
3.72,123.9,0,0
3.72,124,0,0
3.72,124.1,0,0
3.72,124.2,0,0
3.72,124.3,0,0
3.72,124.4,0,0
3.72,124.5,0,0
3.72,124.6,0,0
3.72,124.7,0,0
3.72,124.8,0,0
3.72,124.9,0,0
3.72,125,0,0
3.72,125.1,0,0
3.72,125.2,0,0
3.72,125.3,0,0
3.72,125.4,0,0
3.72,125.5,0,0
3.72,125.6,0,0
3.72,125.7,0,0
3.72,125.8,0,0
3.72,125.9,0,0
3.72,126,0,0
3.72,126.1,0,0
3.72,126.2,0,0
3.72,126.3,0,0
3.72,126.4,0,0
3.72,126.5,0,0
3.72,126.6,0,0
3.72,126.7,0,0
3.72,126.8,0,0
3.72,126.9,0,0
3.72,127,0,0
3.72,127.1,0,0
3.72,127.2,0,0
3.72,127.3,0,0
3.72,127.4,0,0
3.72,127.5,0,0
3.72,127.6,0,0
3.72,127.7,0,0
3.72,127.8,0,0
3.72,127.9,0,0
3.72,128,0,0
3.72,128.1,0,0
3.72,128.2,0,0
3.72,128.3,0,0
3.72,128.4,0,0
3.72,128.5,0,0
3.72,128.6,0,0
3.72,128.7,0,0
3.72,128.8,0,0
3.72,128.9,0,0
3.72,129,0,0
3.72,129.1,0,0
3.72,129.2,0,0
3.72,129.3,0,0
3.72,129.4,0,0
3.72,129.5,0,0
3.72,129.6,0,0
3.72,129.7,0,0
3.72,129.8,0,0
3.72,129.9,0,0
3.72,130,0,0
3.72,130.1,0,0
3.72,130.2,0,0
3.72,130.3,0,0
3.72,130.4,0,0
3.72,130.5,0,0
3.72,130.6,0,0
3.72,130.7,0,0
3.72,130.8,0,0
3.72,130.9,0,0
3.72,131,0,0
3.72,131.1,0,0
3.72,131.2,0,0
3.72,131.3,0,0
3.72,131.4,0,0
3.72,131.5,0,0
3.72,131.6,0,0
3.72,131.7,0,0
3.72,131.8,0,0
3.72,131.9,0,0
3.72,132,0,0
3.72,132.1,0,0
3.72,132.2,0,0
3.72,132.3,0,0
3.72,132.4,0,0
3.72,132.5,0,0
3.72,132.6,0,0
3.72,132.7,0,0
3.72,132.8,0,0
3.72,132.9,0,0
3.72,133,0,0
3.72,133.1,0,0
3.72,133.2,0,0
3.72,133.3,0,0
3.72,133.4,0,0
3.72,133.5,0,0
3.72,133.6,0,0
3.72,133.7,0,0
3.72,133.8,0,0
3.72,133.9,0,0
3.72,134,0,0
3.72,134.1,0,0
3.72,134.2,0,0
3.72,134.3,0,0
3.72,134.4,0,0
3.72,134.5,0,0
3.72,134.6,0,0
3.72,134.7,0,0
3.72,134.8,0,0
3.72,134.9,0,0
3.72,135,0,0
3.72,135.1,0,0
3.72,135.2,0,0
3.72,135.3,0,0
3.72,135.4,0,0
3.72,135.5,0,0
3.72,135.6,0,0
3.72,135.7,0,0
3.72,135.8,0,0
3.72,135.9,0,0
3.72,136,0,0
3.72,136.1,0,0
3.72,136.2,0,0
3.72,136.3,0,0
3.72,136.4,0,0
3.72,136.5,0,0
3.72,136.6,0,0
3.72,136.7,0,0
3.72,136.8,0,0
3.72,136.9,0,0
3.72,137,0,0
3.72,137.1,0,0
3.72,137.2,0,0
3.72,137.3,0,0
3.72,137.4,0,0
3.72,137.5,0,0
3.72,137.6,0,0
3.72,137.7,0,0
3.72,137.8,0,0
3.72,137.9,0,0
3.72,138,0,0
3.72,138.1,0,0
3.72,138.2,0,0
3.72,138.3,0,0
3.72,138.4,0,0
3.72,138.5,0,0
3.72,138.6,0,0
3.72,138.7,0,0
3.72,138.8,0,0
3.72,138.9,0,0
3.72,139,0,0
3.72,139.1,0,0
3.72,139.2,0,0
3.72,139.3,0,0
3.72,139.4,0,0
3.72,139.5,0,0
3.72,139.6,0,0
3.72,139.7,0,0
3.72,139.8,0,0
3.72,139.9,0,0
3.72,140,0,0
3.72,140.1,0,0
3.72,140.2,0,0
3.72,140.3,0,0
3.72,140.4,0,0
3.72,140.5,0,0
3.72,140.6,0,0
3.72,140.7,0,0
3.72,140.8,0,0
3.72,140.9,0,0
3.72,141,0,0
3.72,141.1,0,0
3.72,141.2,0,0
3.72,141.3,0,0
3.72,141.4,0,0
3.72,141.5,0,0
3.72,141.6,0,0
3.72,141.7,0,0
3.72,141.8,0,0
3.72,141.9,0,0
3.72,142,0,0
3.72,142.1,0,0
3.72,142.2,0,0
3.72,142.3,0,0
3.72,142.4,0,0
3.72,142.5,0,0
3.72,142.6,0,0
3.72,142.7,0,0
3.72,142.8,0,0
3.72,142.9,0,0
3.72,143,0,0
3.72,143.1,0,0
3.72,143.2,0,0
3.72,143.3,0,0
3.72,143.4,0,0
3.72,143.5,0,0
3.72,143.6,0,0
3.72,143.7,0,0
3.72,143.8,0,0
3.72,143.9,0,0
3.72,144,0,0
3.72,144.1,0,0
3.72,144.2,0,0
3.72,144.3,0,0
3.72,144.4,0,0
3.72,144.5,0,0
3.72,144.6,0,0
3.72,144.7,0,0
3.72,144.8,0,0
3.72,144.9,0,0
3.72,145,0,0
3.72,145.1,0,0
3.72,145.2,0,0
3.72,145.3,0,0
3.72,145.4,0,0
3.72,145.5,0,0
3.72,145.6,0,0
3.72,145.7,0,0
3.72,145.8,0,0
3.72,145.9,0,0
3.72,146,0,0
3.72,146.1,0,0
3.72,146.2,0,0
3.72,146.3,0,0
3.72,146.4,0,0
3.72,146.5,0,0
3.72,146.6,0,0
3.72,146.7,0,0
3.72,146.8,0,0
3.72,146.9,0,0
3.72,147,0,0
3.72,147.1,0,0
3.72,147.2,0,0
3.72,147.3,0,0
3.72,147.4,0,0
3.72,147.5,0,0
3.72,147.6,0,0
3.72,147.7,0,0
3.72,147.8,0,0
3.72,147.9,0,0
3.72,148,0,0
3.72,148.1,0,0
3.72,148.2,0,0
3.72,148.3,0,0
3.72,148.4,0,0
3.72,148.5,0,0
3.72,148.6,0,0
3.72,148.7,0,0
3.72,148.8,0,0
3.72,148.9,0,0
3.72,149,0,0
3.72,149.1,0,0
3.72,149.2,0,0
3.72,149.3,0,0
3.72,149.4,0,0
3.72,149.5,0,0
3.72,149.6,0,0
3.72,149.7,0,0
3.72,149.8,0,0
3.72,149.9,0,0
3.72,150,0,0
3.72,150.1,0,0
3.72,150.2,0,0
3.72,150.3,0,0
3.72,150.4,0,0
3.72,150.5,0,0
3.72,150.6,0,0
3.72,150.7,0,0
3.72,150.8,0,0
3.72,150.9,0,0
3.72,151,0,0
3.72,151.1,0,0
3.72,151.2,0,0
3.72,151.3,0,0
3.72,151.4,0,0
3.72,151.5,0,0
3.72,151.6,0,0
3.72,151.7,0,0
3.72,151.8,0,0
3.72,151.9,0,0
3.72,152,0,0
3.72,152.1,0,0
3.72,152.2,0,0
3.72,152.3,0,0
3.72,152.4,0,0
3.72,152.5,0,0
3.72,152.6,0,0
3.72,152.7,0,0
3.72,152.8,0,0
3.72,152.9,0,0
3.72,153,0,0
3.72,153.1,0,0
3.72,153.2,0,0
3.72,153.3,0,0
3.72,153.4,0,0
3.72,153.5,0,0
3.72,153.6,0,0
3.72,153.7,0,0
3.72,153.8,0,0
3.72,153.9,0,0
3.72,154,0,0
3.72,154.1,0,0
3.72,154.2,0,0
3.72,154.3,0,0
3.72,154.4,0,0
3.72,154.5,0,0
3.72,154.6,0,0
3.72,154.7,0,0
3.72,154.8,0,0
3.72,154.9,0,0
3.72,155,0,0
3.72,155.1,0,0
3.72,155.2,0,0
3.72,155.3,0,0
3.72,155.4,0,0
3.72,155.5,0,0
3.72,155.6,0,0
3.72,155.7,0,0
3.72,155.8,0,0
3.72,155.9,0,0
3.72,156,0,0
3.72,156.1,0,0
3.72,156.2,0,0
3.72,156.3,0,0
3.72,156.4,0,0
3.72,156.5,0,0
3.72,156.6,0,0
3.72,156.7,0,0
3.72,156.8,0,0
3.72,156.9,0,0
3.72,157,0,0
3.72,157.1,0,0
3.72,157.2,0,0
3.72,157.3,0,0
3.72,157.4,0,0
3.72,157.5,0,0
3.72,157.6,0,0
3.72,157.7,0,0
3.72,157.8,0,0
3.72,157.9,0,0
3.72,158,0,0
3.72,158.1,0,0
3.72,158.2,0,0
3.72,158.3,0,0
3.72,158.4,0,0
3.72,158.5,0,0
3.72,158.6,0,0
3.72,158.7,0,0
3.72,158.8,0,0
3.72,158.9,0,0
3.72,159,0,0
3.72,159.1,0,0
3.72,159.2,0,0
3.72,159.3,0,0
3.72,159.4,0,0
3.72,159.5,0,0
3.72,159.6,0,0
3.72,159.7,0,0
3.72,159.8,0,0
3.72,159.9,0,0
3.72,160,0,0
3.72,160.1,0,0
3.72,160.2,0,0
3.72,160.3,0,0
3.72,160.4,0,0
3.72,160.5,0,0
3.72,160.6,0,0
3.72,160.7,0,0
3.72,160.8,0,0
3.72,160.9,0,0
3.72,161,0,0
3.72,161.1,0,0
3.72,161.2,0,0
3.72,161.3,0,0
3.72,161.4,0,0
3.72,161.5,0,0
3.72,161.6,0,0
3.72,161.7,0,0
3.72,161.8,0,0
3.72,161.9,0,0
3.72,162,0,0
3.72,162.1,0,0
3.72,162.2,0,0
3.72,162.3,0,0
3.72,162.4,0,0
3.72,162.5,0,0
3.72,162.6,0,0
3.72,162.7,0,0
3.72,162.8,0,0
3.72,162.9,0,0
3.72,163,0,0
3.72,163.1,0,0
3.72,163.2,0,0
3.72,163.3,0,0
3.72,163.4,0,0
3.72,163.5,0,0
3.72,163.6,0,0
3.72,163.7,0,0
3.72,163.8,0,0
3.72,163.9,0,0
3.72,164,0,0
3.72,164.1,0,0
3.72,164.2,0,0
3.72,164.3,0,0
3.72,164.4,0,0
3.72,164.5,0,0
3.72,164.6,0,0
3.72,164.7,0,0
3.72,164.8,0,0
3.72,164.9,0,0
3.72,165,0,0
3.72,165.1,0,0
3.72,165.2,0,0
3.72,165.3,0,0
3.72,165.4,0,0
3.72,165.5,0,0
3.72,165.6,0,0
3.72,165.7,0,0
3.72,165.8,0,0
3.72,165.9,0,0
3.72,166,0,0
3.72,166.1,0,0
3.72,166.2,0,0
3.72,166.3,0,0
3.72,166.4,0,0
3.72,166.5,0,0
3.72,166.6,0,0
3.72,166.7,0,0
3.72,166.8,0,0
3.72,166.9,0,0
3.72,167,0,0
3.72,167.1,0,0
3.72,167.2,0,0
3.72,167.3,0,0
3.72,167.4,0,0
3.72,167.5,0,0
3.72,167.6,0,0
3.72,167.7,0,0
3.72,167.8,0,0
3.72,167.9,0,0
3.72,168,0,0
3.72,168.1,0,0
3.72,168.2,0,0
3.72,168.3,0,0
3.72,168.4,0,0
3.72,168.5,0,0
3.72,168.6,0,0
3.72,168.7,0,0
3.72,168.8,0,0
3.72,168.9,0,0
3.72,169,0,0
3.72,169.1,0,0
3.72,169.2,0,0
3.72,169.3,0,0
3.72,169.4,0,0
3.72,169.5,0,0
3.72,169.6,0,0
3.72,169.7,0,0
3.72,169.8,0,0
3.72,169.9,0,0
3.72,170,0,0
3.72,170.1,0,0
3.72,170.2,0,0
3.72,170.3,0,0
3.72,170.4,0,0
3.72,170.5,0,0
3.72,170.6,0,0
3.72,170.7,0,0
3.72,170.8,0,0
3.72,170.9,0,0
3.72,171,0,0
3.72,171.1,0,0
3.72,171.2,0,0
3.72,171.3,0,0
3.72,171.4,0,0
3.72,171.5,0,0
3.72,171.6,0,0
3.72,171.7,0,0
3.72,171.8,0,0
3.72,171.9,0,0
3.72,172,0,0
3.72,172.1,0,0
3.72,172.2,0,0
3.72,172.3,0,0
3.72,172.4,0,0
3.72,172.5,0,0
3.72,172.6,0,0
3.72,172.7,0,0
3.72,172.8,0,0
3.72,172.9,0,0
3.72,173,0,0
3.72,173.1,0,0
3.72,173.2,0,0
3.72,173.3,0,0
3.72,173.4,0,0
3.72,173.5,0,0
3.72,173.6,0,0
3.72,173.7,0,0
3.72,173.8,0,0
3.72,173.9,0,0
3.72,174,0,0
3.72,174.1,0,0
3.72,174.2,0,0
3.72,174.3,0,0
3.72,174.4,0,0
3.72,174.5,0,0
3.72,174.6,0,0
3.72,174.7,0,0
3.72,174.8,0,0
3.72,174.9,0,0
3.72,175,0,0
3.72,175.1,0,0
3.72,175.2,0,0
3.72,175.3,0,0
3.72,175.4,0,0
3.72,175.5,0,0
3.72,175.6,0,0
3.72,175.7,0,0
3.72,175.8,0,0
3.72,175.9,0,0
3.72,176,0,0
3.72,176.1,0,0
3.72,176.2,0,0
3.72,176.3,0,0
3.72,176.4,0,0
3.72,176.5,0,0
3.72,176.6,0,0
3.72,176.7,0,0
3.72,176.8,0,0
3.72,176.9,0,0
3.72,177,0,0
3.72,177.1,0,0
3.72,177.2,0,0
3.72,177.3,0,0
3.72,177.4,0,0
3.72,177.5,0,0
3.72,177.6,0,0
3.72,177.7,0,0
3.72,177.8,0,0
3.72,177.9,0,0
3.72,178,0,0
3.72,178.1,0,0
3.72,178.2,0,0
3.72,178.3,0,0
3.72,178.4,0,0
3.72,178.5,0,0
3.72,178.6,0,0
3.72,178.7,0,0
3.72,178.8,0,0
3.72,178.9,0,0
3.72,179,0,0
3.72,179.1,0,0
3.72,179.2,0,0
3.72,179.3,0,0
3.72,179.4,0,0
3.72,179.5,0,0
3.72,179.6,0,0
3.72,179.7,0,0
3.72,179.8,0,0
3.72,179.9,0,0
3.72,180,0,0
3.74,0,0,0
3.74,0.1,0,0
3.74,0.2,0,0
3.74,0.3,0,0
3.74,0.4,0,0
3.74,0.5,0,0
3.74,0.6,0,0
3.74,0.7,0,0
3.74,0.8,0,0
3.74,0.9,0,0
3.74,1,0,0
3.74,1.1,0,0
3.74,1.2,0,0
3.74,1.3,0,0
3.74,1.4,0,0
3.74,1.5,0,0
3.74,1.6,0,0
3.74,1.7,0,0
3.74,1.8,0,0
3.74,1.9,0,0
3.74,2,0,0
3.74,2.1,0,0
3.74,2.2,0,0
3.74,2.3,0,0
3.74,2.4,0,0
3.74,2.5,0,0
3.74,2.6,0,0
3.74,2.7,0,0
3.74,2.8,0,0
3.74,2.9,0,0
3.74,3,0,0
3.74,3.1,0,0
3.74,3.2,0,0
3.74,3.3,0,0
3.74,3.4,0,0
3.74,3.5,0,0
3.74,3.6,0,0
3.74,3.7,0,0
3.74,3.8,0,0
3.74,3.9,0,0
3.74,4,0,0
3.74,4.1,0,0
3.74,4.2,0,0
3.74,4.3,0,0
3.74,4.4,0,0
3.74,4.5,0,0
3.74,4.6,0,0
3.74,4.7,0,0
3.74,4.8,0,0
3.74,4.9,0,0
3.74,5,0,0
3.74,5.1,0,0
3.74,5.2,0,0
3.74,5.3,0,0
3.74,5.4,0,0
3.74,5.5,0,0
3.74,5.6,0,0
3.74,5.7,0,0
3.74,5.8,0,0
3.74,5.9,0,0
3.74,6,0,0
3.74,6.1,0,0
3.74,6.2,0,0
3.74,6.3,0,0
3.74,6.4,0,0
3.74,6.5,0,0
3.74,6.6,0,0
3.74,6.7,0,0
3.74,6.8,0,0
3.74,6.9,0,0
3.74,7,0,0
3.74,7.1,0,0
3.74,7.2,0,0
3.74,7.3,0,0
3.74,7.4,0,0
3.74,7.5,0,0
3.74,7.6,0,0
3.74,7.7,0,0
3.74,7.8,0,0
3.74,7.9,0,0
3.74,8,0,0
3.74,8.1,0,0
3.74,8.2,0,0
3.74,8.3,0,0
3.74,8.4,0,0
3.74,8.5,0,0
3.74,8.6,0,0
3.74,8.7,0,0
3.74,8.8,0,0
3.74,8.9,0,0
3.74,9,0,0
3.74,9.1,0,0
3.74,9.2,0,0
3.74,9.3,0,0
3.74,9.4,0,0
3.74,9.5,0,0
3.74,9.6,0,0
3.74,9.7,0,0
3.74,9.8,0,0
3.74,9.9,0,0
3.74,10,0,0
3.74,10.1,0,0
3.74,10.2,0,0
3.74,10.3,0,0
3.74,10.4,0,0
3.74,10.5,0,0
3.74,10.6,0,0
3.74,10.7,0,0
3.74,10.8,0,0
3.74,10.9,0,0
3.74,11,0,0
3.74,11.1,0,0
3.74,11.2,0,0
3.74,11.3,0,0
3.74,11.4,0,0
3.74,11.5,0,0
3.74,11.6,0,0
3.74,11.7,0,0
3.74,11.8,0,0
3.74,11.9,0,0
3.74,12,0,0
3.74,12.1,0,0
3.74,12.2,0,0
3.74,12.3,0,0
3.74,12.4,0,0
3.74,12.5,0,0
3.74,12.6,0,0
3.74,12.7,0,0
3.74,12.8,0,0
3.74,12.9,0,0
3.74,13,0,0
3.74,13.1,0,0
3.74,13.2,0,0
3.74,13.3,0,0
3.74,13.4,0,0
3.74,13.5,0,0
3.74,13.6,0,0
3.74,13.7,0,0
3.74,13.8,0,0
3.74,13.9,0,0
3.74,14,0,0
3.74,14.1,0,0
3.74,14.2,0,0
3.74,14.3,0,0
3.74,14.4,0,0
3.74,14.5,0,0
3.74,14.6,0,0
3.74,14.7,0,0
3.74,14.8,0,0
3.74,14.9,0,0
3.74,15,0,0
3.74,15.1,0,0
3.74,15.2,0,0
3.74,15.3,0,0
3.74,15.4,0,0
3.74,15.5,0,0
3.74,15.6,0,0
3.74,15.7,0,0
3.74,15.8,0,0
3.74,15.9,0,0
3.74,16,0,0
3.74,16.1,0,0
3.74,16.2,0,0
3.74,16.3,0,0
3.74,16.4,0,0
3.74,16.5,0,0
3.74,16.6,0,0
3.74,16.7,0,0
3.74,16.8,0,0
3.74,16.9,0,0
3.74,17,0,0
3.74,17.1,0,0
3.74,17.2,0,0
3.74,17.3,0,0
3.74,17.4,0,0
3.74,17.5,0,0
3.74,17.6,0,0
3.74,17.7,0,0
3.74,17.8,0,0
3.74,17.9,0,0
3.74,18,0,0
3.74,18.1,0,0
3.74,18.2,0,0
3.74,18.3,0,0
3.74,18.4,0,0
3.74,18.5,0,0
3.74,18.6,0,0
3.74,18.7,0,0
3.74,18.8,0,0
3.74,18.9,0,0
3.74,19,0,0
3.74,19.1,0,0
3.74,19.2,0,0
3.74,19.3,0,0
3.74,19.4,0,0
3.74,19.5,0,0
3.74,19.6,0,0
3.74,19.7,0,0
3.74,19.8,0,0
3.74,19.9,0,0
3.74,20,0,0
3.74,20.1,0,0
3.74,20.2,0,0
